"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.427037208E0,9.520202637E-2,-1.182376236E1,4.808001709E-1,1.183391687E1
2.436977208E0,1.071022797E0,-1.214125214E1,4.403842163E-1,1.219635321E1
2.446917208E0,1.837728424E0,-1.213780930E1,9.595046997E-1,1.231358232E1
2.456857208E0,2.150428162E0,-1.200054474E1,1.061143341E0,1.223778740E1
2.466797208E0,2.549797668E0,-1.208242447E1,2.451901245E-1,1.235097435E1
2.476737208E0,3.085683289E0,-1.209469894E1,-8.291258240E-1,1.250962164E1
2.486676208E0,3.176394653E0,-1.136781052E1,-1.665885773E0,1.192022543E1
2.496616208E0,4.193529510E0,-1.109971802E1,-2.110760651E0,1.205175258E1
2.506556208E0,4.706812134E0,-1.108564728E1,-2.180665283E0,1.223932012E1
2.516496208E0,3.994742889E0,-1.099763031E1,-2.214345245E0,1.190836547E1
2.526436208E0,3.190764771E0,-1.106933121E1,-2.313588867E0,1.175005390E1
2.536376208E0,2.306403809E0,-1.114387619E1,-2.422711945E0,1.163507663E1
2.546315208E0,1.738335114E0,-1.097442856E1,-2.422412567E0,1.137224577E1
2.556255208E0,1.104403381E0,-1.058089691E1,-2.161056061E0,1.085565519E1
2.566195208E0,-3.010240173E-1,-1.004905289E1,-1.509011993E0,1.016617906E1
2.576135208E0,-1.907633057E0,-9.546248474E0,-1.679208069E0,9.878748076E0
2.586075208E0,-2.650987244E0,-9.186097412E0,-2.356998596E0,9.847210844E0
2.596015208E0,-3.557951202E0,-8.771160278E0,-2.960094452E0,9.917380125E0
2.605954208E0,-4.060905304E0,-8.750802612E0,-1.824705505E0,9.818199857E0
2.615894208E0,-3.929029541E0,-8.565338287E0,-6.417155457E-1,9.445321167E0
2.625834208E0,-3.598965912E0,-8.391100616E0,-3.942800903E-1,9.138850145E0
2.635774208E0,-2.991529083E0,-8.893306274E0,-1.854643250E-1,9.384803661E0
2.645714208E0,-1.991758118E0,-1.001701950E1,1.407073975E-2,1.021312773E1
2.655654208E0,-1.092128906E0,-1.068882248E1,4.537065125E-1,1.075404673E1
2.665593208E0,-1.736389160E-1,-1.107561813E1,6.090834045E-1,1.109371219E1
2.675533208E0,5.533992004E-1,-1.108265350E1,3.098556519E-1,1.110078690E1
2.685473208E0,1.053359528E0,-1.076321777E1,9.774673462E-2,1.081508102E1
2.695413208E0,1.467997284E0,-1.002540207E1,-3.040177917E-1,1.013686981E1
2.705353208E0,1.873953094E0,-9.107959900E0,-7.408094788E-1,9.328206281E0
2.715293208E0,2.421664124E0,-8.071365509E0,-1.134341125E0,8.502830593E0
2.725232208E0,2.927612000E0,-7.035818939E0,-1.213825836E0,7.716672426E0
2.735172208E0,3.403622131E0,-6.145620117E0,-1.018781433E0,7.098676345E0
2.745112208E0,3.830234985E0,-5.577701111E0,-8.870553589E-1,6.824098251E0
2.755052208E0,4.089495850E0,-5.197940826E0,-6.200106812E-1,6.642814041E0
2.764992208E0,4.014651489E0,-4.962779846E0,-6.541397095E-2,6.383642328E0
2.774932208E0,3.784579926E0,-4.825515289E0,5.150788879E-1,6.154181447E0
2.784871208E0,3.520678711E0,-4.980892181E0,9.601034546E-1,6.174646885E0
2.794811208E0,3.178939362E0,-5.294340363E0,1.266815643E0,6.304008028E0
2.804751208E0,2.763702850E0,-5.538632355E0,1.404828644E0,6.347286454E0
2.814691208E0,2.151475983E0,-5.534890137E0,1.447489929E0,6.112207852E0
2.824631208E0,1.440454559E0,-5.517226868E0,1.570084991E0,5.914378118E0
2.834571208E0,8.822653198E-1,-6.048023071E0,2.032174072E0,6.441017515E0
2.844510208E0,1.821711731E-1,-6.923552399E0,2.495011597E0,7.361647032E0
2.854450208E0,-7.617658997E-1,-7.894583130E0,2.804118805E0,8.412360688E0
2.864390208E0,-1.939217377E0,-8.750802612E0,3.256927185E0,9.536492284E0
2.874330208E0,-3.731141052E0,-9.290280762E0,3.582949219E0,1.063335579E1
2.884270208E0,-5.912704468E0,-9.957144012E0,3.580404510E0,1.212122467E1
2.894210208E0,-8.216413879E0,-1.119222565E1,3.300636292E0,1.427128487E1
2.904149208E0,-1.020907013E1,-1.269165756E1,1.956431580E0,1.640520982E1
2.914089208E0,-1.125449615E1,-1.409349243E1,-4.182302856E-1,1.804065213E1
2.924029208E0,-1.132440079E1,-1.482547028E1,-2.210303650E0,1.878622006E1
2.933969208E0,-1.041998154E1,-1.475855942E1,-2.381996613E0,1.822265072E1
2.943909208E0,-8.831634521E0,-1.401460648E1,-1.088835754E0,1.660097968E1
2.953849208E0,-7.607779541E0,-1.284598663E1,2.468367004E-1,1.493179864E1
2.963788208E0,-6.187982025E0,-1.179172897E1,1.006656647E0,1.335475014E1
2.973728208E0,-4.627028046E0,-1.093371323E1,1.418450317E0,1.195690072E1
2.983668208E0,-3.750600586E0,-1.051054321E1,1.557660828E0,1.126786717E1
2.993608208E0,-3.256328430E0,-1.049287994E1,1.509461060E0,1.108975550E1
3.003548208E0,-2.557581482E0,-1.086186264E1,1.175954590E0,1.122070195E1
3.013488208E0,-1.882934418E0,-1.121467896E1,8.500822449E-1,1.140338134E1
3.023427208E0,-1.464255066E0,-1.139505386E1,-2.168989563E-1,1.149079373E1
3.033367208E0,-4.903802490E-1,-1.166494263E1,-2.947221222E0,1.204148962E1
3.043307208E0,8.342152405E-1,-1.181537979E1,-4.992418213E0,1.285392369E1
3.053247208E0,1.583407288E0,-1.148366959E1,-3.357967072E0,1.206887686E1
3.063187208E0,2.236798553E0,-1.166524200E1,1.989662476E0,1.204325104E1
3.073127208E0,3.137774963E0,-1.184501816E1,5.667065277E0,1.350058205E1
3.083066208E0,3.431613922E0,-1.059571609E1,6.332431641E0,1.281190322E1
3.093006208E0,4.172423401E0,-9.576335907E0,4.716242523E0,1.146116355E1
3.102946208E0,3.993994446E0,-8.986412659E0,1.868115234E0,1.000986806E1
3.112886208E0,3.352278900E0,-8.761430511E0,-5.614823914E-1,9.397643370E0
3.122826208E0,2.974614258E0,-8.490044861E0,-1.694027252E0,9.154175007E0
3.132766208E0,3.015928345E0,-8.345445557E0,-2.196831665E0,9.141572878E0
