"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.022310583E0,-3.242706757E0,3.711082764E0,1.200264038E1,1.297500129E1
3.032252583E0,-2.602937164E0,3.493734741E0,1.054691757E1,1.141135113E1
3.042193583E0,-2.009421387E0,2.940934296E0,9.539961548E0,1.018320849E1
3.052134583E0,-1.390009460E0,2.206112366E0,8.653055878E0,9.037390890E0
3.062076584E0,-1.012195129E0,1.528022461E0,7.577692108E0,7.796204802E0
3.072017584E0,-1.022673340E0,1.103056183E0,6.256090393E0,6.434381144E0
3.081958584E0,-1.161883850E0,8.638536072E-1,4.710704041E0,4.928179146E0
3.091900583E0,-1.251846771E0,7.026388550E-1,3.147205353E0,3.459150652E0
3.101841583E0,-1.344953156E0,6.346801758E-1,1.785487061E0,2.323721575E0
3.111782583E0,-1.359023895E0,6.087840271E-1,6.719526672E-1,1.633733248E0
3.121724583E0,-1.121767273E0,4.966671753E-1,-2.781216431E-1,1.257931535E0
3.131665583E0,-9.083111572E-1,2.773731995E-1,-7.899073792E-1,1.235280825E0
3.141606583E0,-4.640350342E-1,-5.164260864E-2,-8.469387817E-1,9.671094933E-1
3.151548584E0,1.329235840E-1,-4.691244507E-1,-7.009922791E-1,8.538949612E-1
3.161489584E0,5.989045715E-1,-7.289840698E-1,-8.174501038E-1,1.248330538E0
3.171430583E0,9.395960999E-1,-8.616082764E-1,-9.569599915E-1,1.594045821E0
3.181372583E0,1.171613617E0,-7.548802185E-1,-1.114582214E0,1.784605313E0
3.191313583E0,1.337319031E0,-1.764830017E-1,-1.575024719E0,2.073709552E0
3.201254583E0,1.497935028E0,5.004093933E-1,-1.989961853E0,2.540505282E0
3.211196583E0,1.653461609E0,1.030008087E0,-1.781445465E0,2.639772698E0
3.221137583E0,2.181563416E0,1.386865997E0,-1.035845947E0,2.784886543E0
3.231078583E0,2.902164917E0,1.781894531E0,-9.355545044E-2,3.406825788E0
3.241020584E0,3.228636017E0,2.282004547E0,1.643282776E0,4.281590074E0
