"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.712340792E0,5.837860107E-3,1.416654053E0,4.334985352E0,4.560596538E0
2.722280792E0,-3.848497009E-1,1.901795197E0,5.521867218E0,5.852858433E0
2.732219792E0,-1.199755096E0,2.945125580E0,7.449558563E0,8.099944429E0
2.742158792E0,-2.168241119E0,4.203259277E0,9.698332214E0,1.079010222E1
2.752097792E0,-3.289110260E0,5.287005615E0,1.230516129E1,1.379085454E1
2.762036792E0,-3.341651001E0,6.181545410E0,1.546389267E1,1.698558541E1
2.771975792E0,-1.701212311E0,6.959777069E0,1.879880768E1,2.011784756E1
2.781914792E0,1.165476379E0,7.654931488E0,2.245824783E1,2.375561422E1
2.791853792E0,3.436403961E0,8.235124969E0,2.819282272E1,2.957129366E1
2.801792792E0,4.159849548E0,8.222700806E0,3.550586517E1,3.668219757E1
2.811731792E0,3.059637451E0,6.872957611E0,4.110811523E1,4.179086103E1
2.821671792E0,4.499642944E-1,4.972210236E0,4.278133575E1,4.307166158E1
2.831610792E0,-1.868863678E0,3.861968994E0,4.105138321E1,4.127497449E1
2.841549792E0,-1.928888855E0,4.338727570E0,3.787229416E1,3.816878088E1
2.851488792E0,-9.716294861E-1,5.790558472E0,3.538776077E1,3.587155201E1
2.861427792E0,4.056564331E-2,6.986571350E0,3.387171341E1,3.458477691E1
2.871366792E0,4.806504822E-1,7.417225800E0,3.219819351E1,3.304496828E1
2.881305792E0,3.137475586E-1,7.255262604E0,3.027125061E1,3.113014434E1
2.891244792E0,2.353106689E-1,6.704857178E0,2.830763397E1,2.909179647E1
2.901183792E0,4.508624268E-1,6.354585571E0,2.640643753E1,2.716401991E1
2.911123792E0,7.461982727E-1,6.239175568E0,2.425705719E1,2.505771233E1
2.921062792E0,8.969348145E-1,6.040239258E0,2.157074341E1,2.241842888E1
2.931001792E0,9.174421692E-1,5.641618195E0,1.882126099E1,1.967001325E1
2.940940792E0,8.295748901E-1,5.062023468E0,1.650752243E1,1.728613817E1
2.950879792E0,7.391629028E-1,4.279001770E0,1.439616302E1,1.503681242E1
2.960818792E0,6.318360901E-1,3.397185516E0,1.238045471E1,1.285362770E1
2.970757792E0,3.932322693E-1,2.451601868E0,1.034199371E1,1.063587407E1
2.980696792E0,2.104623413E-1,1.338067474E0,8.144263916E0,8.256134307E0
2.990635792E0,6.870712280E-2,1.989363098E-1,6.110143890E0,6.113767634E0
3.000574792E0,-3.562591553E-2,-8.523275757E-1,4.187841339E0,4.273844474E0
3.010514792E0,-1.176553345E-1,-1.748963013E0,2.354004822E0,2.934970715E0
3.020453792E0,-2.284249878E-1,-2.425106964E0,5.029541016E-1,2.487224274E0
3.030392792E0,-2.971321106E-1,-2.782563629E0,-1.286724243E0,3.080033623E0
3.040331792E0,-1.315763855E-1,-2.881956940E0,-2.856809235E0,4.060092013E0
3.050270792E0,1.945953369E-2,-2.722388763E0,-4.163891144E0,4.974913940E0
3.060209792E0,8.711883545E-2,-2.365530853E0,-5.188660126E0,5.703114922E0
3.070148792E0,1.707948303E-1,-1.985770569E0,-5.915398865E0,6.242147015E0
3.080087792E0,3.844006348E-1,-1.648521881E0,-6.508615265E0,6.725136497E0
3.090026792E0,4.911286926E-1,-1.393601990E0,-6.903643799E0,7.060002238E0
3.099966792E0,4.040098572E-1,-1.152154083E0,-7.054679718E0,7.159552285E0
3.109905792E0,3.110531616E-1,-1.002764740E0,-6.784341888E0,6.865099129E0
3.119844792E0,3.369493103E-1,-9.310638428E-1,-5.989644470E0,6.070935315E0
3.129783792E0,4.348457336E-1,-9.009764099E-1,-4.886588287E0,4.987944907E0
3.139722792E0,4.287084961E-1,-9.093589783E-1,-3.712579651E0,3.846293331E0
